ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000145354	CISD2	4	103790135	103810399	1	protein_coding	493856	CISD2	0.649111068534367	-0.514322428	3	13.18	14	0	0	EyeGEx:eQTLcatalogue/CEDAR_ileum:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_rectum:eQTLcatalogue/CEDAR_transverse_colon:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/T_CD8_naive_activated:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus	+	Yes	Promoter_anchored_loops:Fetal_Cortex:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000164037	SLC9B1	4	103806205	103940896	-1	protein_coding	150159	SLC9B1	8.48795187528449e-05	-0.347278811	9	14.57	14	4.27323e-31	0	eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Kasela_2017_T-cell_CD4:PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adrenal_Gland:GTEx/v8/Testis	+	Yes	Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000164038	SLC9B2	4	103941025	104006986	-1	protein_coding	133308	SLC9B2	0.067056661977643	-1.384288763	1	12.74	9	2.16566e-36	0	BIOSQTL/BIOS_eQTL_geneLevel	-	Yes	Aorta:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000164039	BDH2	4	104000592	104021040	-1	protein_coding	56898	BDH2	4.05062122865546e-06	-0.183388869	0	0	14	6.1119e-88	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD8_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid	-	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000138778	CENPE	4	104026963	104119566	-1	protein_coding	1062	CENPE	0.64584064374891	0.2504147	0	0	14	2.04482e-08	2.49434e-14	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Artery_Tibial	-	Yes	GM12878:IMR90:Mesendoderm	4.6e-07	rs223486	7
ENSG00000112972	HMGCS1	5	43289497	43313614	-1	protein_coding	3157	HMGCS1	0.972848684238687	-0.325171692	0	0	4	5.5862e-07	0.00491648282382603	eQTLGen_trans_eQTLs	-	No	NA	3.8e-18	rs174576	26
ENSG00000198677	TTC37	5	94799599	94890711	-1	protein_coding	9652	TTC37	7.99341870810084e-20	0.874584212	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.8e-08	rs4869272;rs10515237	8
ENSG00000164291	ARSK	5	94890778	94940768	1	protein_coding	153642	ARSK	0.00461420992933416	-0.657321575	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.8e-08	rs4869272;rs10515237	8
ENSG00000178015	GPR150	5	94955782	94957846	1	protein_coding	285601	GPR150	0.00224716234978038	-0.090536654	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	5.8e-08	rs4869272;rs10515237	8
ENSG00000175449	RFESD	5	94982458	95020477	1	protein_coding	317671	RFESD	0.000253687867229454	-0.733437628	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000145757	SPATA9	5	94987885	95034415	-1	protein_coding	83890	SPATA9	0.00218974170250578	0.360669058	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000164292	RHOBTB3	5	95049226	95160087	1	protein_coding	22836	RHOBTB3	0.000533732466857457	1.049668018	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000173221	GLRX	5	95087023	95158709	-1	protein_coding	2745	GLRX	0.000187398851916141	0.046560176	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000236882	C5orf27	5	95187936	95195837	1	protein_coding	202299	C5orf27	NA	NA	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000118985	ELL2	5	95220802	95297775	-1	protein_coding	22936	ELL2	0.99828854499778	-1.432336895	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000175426	PCSK1	5	95726119	95769847	-1	protein_coding	5122	PCSK1	0.0896398214145992	-0.713945449	1	16.11	1	2.80597e-12	3.17957e-12	EyeGEx:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	+	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000153113	CAST	5	95860971	96115299	1	protein_coding	831	CAST	1.55575755785131e-06	0.291307495	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000164307	ERAP1	5	96096521	96143803	-1	protein_coding	51752	ERAP1	9.99009541070118e-18	0.307489944	0	0	0	NA	NA	NA	NA	Yes	IMR90	5.8e-08	rs4869272;rs10515237	8
ENSG00000164308	ERAP2	5	96211643	96255420	1	protein_coding	64167	ERAP2	3.18437372981209e-22	1.975324685	0	0	1	1.8078e-09	1.95911970221381e-05	eQTLGen_cis_eQTLs:BRAINEAC/PUTM	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000251606	CTD-2215E18.1	5	96424779	96519354	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.8e-08	rs4869272;rs10515237	8
ENSG00000145721	LIX1	5	96427574	96478576	-1	protein_coding	167410	LIX1	0.0166746879363502	-0.266708088	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	5.8e-08	rs4869272;rs10515237	8
ENSG00000058729	RIOK2	5	96496571	96518964	-1	protein_coding	55781	RIOK2	0.00114011174991567	1.000673362	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	5.8e-08	rs4869272;rs10515237	8
ENSG00000174136	RGMB	5	98104354	98134347	1	protein_coding	285704	RGMB	0.0607554230019872	0.366794767	0	0	0	NA	NA	NA	NA	Yes	IMR90	5.8e-08	rs4869272;rs10515237	8
ENSG00000124787	RPP40	6	4994966	5004297	-1	protein_coding	10799	RPP40	0.00257720793912516	1.040777279	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs3778321	9
ENSG00000214113	LYRM4	6	5102827	5261172	-1	protein_coding	57128	LYRM4	0.0402580402942408	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	0.00017	rs3778321	9
ENSG00000145982	FARS2	6	5261277	5771813	1	protein_coding	10667	FARS2	4.54145794820807e-06	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	0.00017	rs3778321	9
ENSG00000112799	LY86	6	6588341	6655216	1	protein_coding	9450	LY86	9.98061892056217e-06	0.068266737	0	0	0	NA	NA	NA	NA	Yes	Spleen:Mesendoderm	NA	rs3778321	9
ENSG00000124782	RREB1	6	7107830	7252213	1	protein_coding	6239	RREB1	0.999967927968287	0.513493558	3	22.2	3	7.5235e-29	0	eQTLcatalogue/Fairfax_2014_IFN24:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	0.00017	rs3778321	9
ENSG00000124783	SSR1	6	7268539	7347679	-1	protein_coding	6745	SSR1	0.0322896005433474	2.646453971	0	0	3	8.0511e-68	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs	-	No	NA	0.00017	rs3778321	9
ENSG00000096696	DSP	6	7541808	7586950	1	protein_coding	1832	DSP	0.999901542789998	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs3778321	9
ENSG00000168566	SNRNP48	6	7590432	7612200	1	protein_coding	154007	SNRNP48	7.93003716284965e-05	1.156744772	0	0	1	7.4016e-06	0.0210670968512876	eQTLGen_cis_eQTLs	NA	Yes	Left_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.00017	rs3778321	9
ENSG00000259040	BLOC1S5-TXNDC5	6	7881755	8064597	-1	protein_coding	100526836	BLOC1S5-TXNDC5	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs3778321	9
ENSG00000188428	BLOC1S5	6	8013800	8064647	-1	protein_coding	63915	BLOC1S5	1.60196837053719e-05	0.025409198	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs3778321	9
ENSG00000007944	MYLIP	6	16129356	16148479	1	protein_coding	29116	MYLIP	0.020226886854297	NA	0	0	4	1.2201e-23	0	eQTLGen_trans_eQTLs	+	No	NA	2.5e-36	rs13404446;rs1275504;rs780093;rs4665987;rs13023194	2
ENSG00000145996	CDKAL1	6	20534688	21232635	1	protein_coding	54901	CDKAL1	0.577650480843115	0.904338397	3	21.3	3	4.7174e-13	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	+	No	NA	1.2e-08	rs9356744	10
ENSG00000172179	PRL	6	22287480	22297730	-1	protein_coding	5617	PRL	0.00264110170025645	-0.107665844	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.2e-08	rs9356744	10
ENSG00000112273	HDGFL1	6	22569678	22571892	1	protein_coding	154150	HDGFL1	0.313343421346475	1.065869981	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.2e-08	rs9356744	10
ENSG00000135535	CD164	6	109687717	109703762	-1	protein_coding	8763	CD164	0.401084248143714	1.259019936	0	0	3	8.4706e-07	0.00710041592394534	eQTLGen_trans_eQTLs	+	No	NA	3.8e-18	rs174576	26
ENSG00000112031	MTRF1L	6	153308497	153323820	-1	protein_coding	54516	MTRF1L	4.39782481222077e-07	-1.022323742	0	0	3	3.951e-31	0	eQTLcatalogue/CEDAR_platelet:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Thyroid	+	Yes	Mesenchymal_Stem_Cell	1.2e-05	rs1281962	11
ENSG00000091844	RGS17	6	153325594	153452384	-1	protein_coding	26575	RGS17	0.380684169627847	-0.241391397	2	15.53	3	1.29879e-43	0	eQTLcatalogue/GENCORD_ge_fibroblast:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/van_de_Bunt_2015_ge_pancreatic_islet:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid:GTEx/v8/Vagina	-	Yes	Mesenchymal_Stem_Cell	1.2e-05	rs1281962	11
ENSG00000074706	IPCEF1	6	154475631	154677926	-1	protein_coding	26034	IPCEF1	0.399940590099527	0.163655601	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	1.2e-05	rs1281962	11
ENSG00000153721	CNKSR3	6	154708638	154831793	-1	protein_coding	154043	CNKSR3	0.211063418499667	6.970707835	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.2e-05	rs1281962	11
ENSG00000164850	GPER1	7	1121844	1133451	1	protein_coding	2852	GPER1	0.725420978638944	0.809124212	0	0	1	3.7366e-12	0	eQTLGen_trans_eQTLs	-	No	NA	7.8e-16	rs7944584	24
ENSG00000146530	VWDE	7	12370511	12443567	-1	protein_coding	221806	VWDE	NA	0.876329658	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000006747	SCIN	7	12610203	12693228	1	protein_coding	85477	SCIN	4.08229993266863e-16	0.024281795	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.7e-42	rs10278266:rs10487796;rs17168570:rs10487796	12
ENSG00000122644	ARL4A	7	12726481	12730559	1	protein_coding	10124	ARL4A	0.640299399643897	1.810942396	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:hESC	1.7e-42	rs10278266:rs10487796;rs17168570:rs10487796	12
ENSG00000006468	ETV1	7	13930853	14031050	-1	protein_coding	2115	ETV1	0.996674203240852	1.907101233	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:hESC	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000136267	DGKB	7	14184674	15014402	-1	protein_coding	1607	DGKB	0.669214093853988	0.79477158	1	15.26	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-42	rs10278266;rs10487796;rs17168570:rs10487796	12
ENSG00000106511	MEOX2	7	15650837	15726437	-1	protein_coding	4223	MEOX2	0.6852347181888	0.771415083	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-42	rs10487796;rs17168570:rs10487796:rs10278266	12
ENSG00000214960	ISPD	7	16130817	16460947	-1	protein_coding	729920	ISPD	0.00243660167412645	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-42	rs10487796;rs17168570:rs10487796:rs10278266	12
ENSG00000171243	SOSTDC1	7	16501106	16570205	-1	protein_coding	25928	SOSTDC1	0.303977581230425	-0.270331936	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000205858	LRRC72	7	16566505	16621193	1	protein_coding	100506049	LRRC72	NA	0.022069892	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000267906	AC073333.1	7	16828866	16829246	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000106541	AGR2	7	16831435	16873057	-1	protein_coding	10551	AGR2	0.335455070189878	1.047287649	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000173467	AGR3	7	16899029	16921611	-1	protein_coding	155465	AGR3	3.84686825137146e-14	-0.021064647	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.7e-42	rs10487796;rs17168570:rs10487796	12
ENSG00000146592	CREB5	7	28338940	28865511	1	protein_coding	9586	CREB5	0.989844564730837	-2.184206637	0	0	1	4.34e-06	0.0293371801685521	eQTLGen_trans_eQTLs	+	No	NA	2.5e-36	rs780093	2
ENSG00000136279	DBNL	7	44084239	44109055	1	protein_coding	28988	DBNL	0.070981914478068	-0.159167755	0	0	1	1.2309e-06	0.00374374007572982	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	-	No	NA	8.5e-76	rs4607517	13
ENSG00000106633	GCK	7	44183872	44237769	-1	protein_coding	2645	GCK	0.204306172514215	-0.265833241	0	0	1	1.04209e-15	8.49036e-12	GTEx/v8/Thyroid	+	No	NA	8.5e-76	rs4607517	13
ENSG00000106636	YKT6	7	44240567	44253893	1	protein_coding	10652	YKT6	0.852902232625853	0.724479039	0	0	1	8.81099e-05	8.81664e-12	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid	+	No	NA	8.5e-76	rs4607517	13
ENSG00000015676	NUDCD3	7	44418720	44530479	-1	protein_coding	23386	NUDCD3	0.706731711814528	-1.645437726	0	0	1	9.5462e-09	5.78964297201673e-05	eQTLGen_cis_eQTLs	-	No	NA	8.5e-76	rs4607517	13
ENSG00000158604	TMED4	7	44617493	44621886	-1	protein_coding	222068	TMED4	0.292927703052725	0.480384772	0	0	1	1.2077e-05	0.033965844402277	eQTLGen_cis_eQTLs	-	No	NA	8.5e-76	rs4607517	13
ENSG00000179869	ABCA13	7	48211055	48687092	1	protein_coding	154664	ABCA13	3.30732765255053e-78	0.250688926	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs17544225	14
ENSG00000042813	ZPBP	7	49890017	50160925	-1	protein_coding	11055	ZPBP	0.159636078544989	-0.023929723	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs17544225	14
ENSG00000164500	C7orf72	7	50135632	50199426	1	protein_coding	100130988	C7orf72	NA	0.104301276	0	0	0	NA	NA	NA	NA	Yes	Liver:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs17544225	14
ENSG00000185811	IKZF1	7	50343720	50472799	1	protein_coding	10320	IKZF1	0.985751324145976	0.182302783	0	0	1	3.32766e-05	0.0201637760500529	BIOSQTL/BIOS_eQTL_geneLevel	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs17544225	14
ENSG00000132436	FIGNL1	7	50511831	50518088	-1	protein_coding	63979	FIGNL1	0.000108679232933473	0.812455683	0	0	3	7.9987e-20	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Heart_Atrial_Appendage	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.026	rs17544225;rs2108349;rs17544225:rs2108349	14
ENSG00000132437	DDC	7	50526134	50633154	-1	protein_coding	1644	DDC	4.60661229193956e-05	0.170590117	1	14.62	1	9.9577e-07	1.79438e-10	EyeGEx:GTEx/v8/Testis	NA	Yes	IMR90	0.026	rs17544225;rs2108349	14
ENSG00000106070	GRB10	7	50657760	50861159	-1	protein_coding	2887	GRB10	0.367423738728048	-0.760993143	2	12.52	4	5.32212e-19	2.66106e-15	eQTLcatalogue/BLUEPRINT_ge_T-cell:DICE/T_CD4_naive:DICE/T_CD8_naive_activated:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:CMC_SVA_cis	-	Yes	IMR90	0.026	rs2108349;rs17544225	14
ENSG00000106078	COBL	7	51083909	51384515	-1	protein_coding	23242	COBL	0.982698636920497	0.365152479	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs17544225	14
ENSG00000221900	POM121L12	7	53103349	53104617	1	protein_coding	285877	POM121L12	8.97051067778844e-05	0.567571274	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs17544225	14
ENSG00000186480	INSIG1	7	155089486	155101945	1	protein_coding	3638	INSIG1	0.124543666409511	-0.786491302	0	0	4	2.5615e-11	0	eQTLGen_trans_eQTLs	-	No	NA	3.8e-18	rs174576	26
ENSG00000147324	MFHAS1	8	8640864	8751155	-1	protein_coding	9258	MFHAS1	2.22820045783843e-05	0.9551839	0	0	1	1.0607e-07	0.000351604194135744	eQTLGen_cis_eQTLs	+	Yes	Mesendoderm:Trophoblast-like_Cell	2.4e-06	rs17716118;rs603441:rs17716118	15
ENSG00000104626	ERI1	8	8859657	8974256	1	protein_coding	90459	ERI1	0.000454685197816091	0.949360106	0	0	1	0.000149513	1.49163e-72	GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.4e-06	rs17716118;rs603441:rs17716118	15
ENSG00000173281	PPP1R3B	8	8993765	9009084	-1	protein_coding	79660	PPP1R3B	0.0229191412335762	3.70852971	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	2.4e-06	rs603441:rs17716118	15
ENSG00000253426	RP11-10A14.4	8	9009252	9025646	1	protein_coding	NA	NA	NA	NA	0	0	1	5.89837e-06	0.00415015847860539	BIOSQTL/BIOS_eQTL_geneLevel	+	Yes	Mesendoderm	2.4e-06	rs17716118;rs603441:rs17716118	15
ENSG00000173273	TNKS	8	9413424	9639856	1	protein_coding	8658	TNKS	0.777115954184058	1.637267498	0	0	1	0.000197679	0.0151652655775252	PsychENCODE_eQTLs	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.4e-06	rs603441;rs603441:rs17716118	15
ENSG00000175806	MSRA	8	9911778	10286401	1	protein_coding	4482	MSRA	1.69976100303061e-06	0.601529643	0	0	2	1.6459e-13	0	eQTLGen_cis_eQTLs	-	No	NA	2.4e-06	rs603441;rs17716118	15
ENSG00000171044	XKR6	8	10753555	11058875	-1	protein_coding	286046	XKR6	0.956776701241562	0.199430911	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.4e-06	rs603441:rs17716118	15
ENSG00000079459	FDFT1	8	11653082	11696818	1	protein_coding	2222	FDFT1	NA	1.285658937	0	0	4	2.358e-09	7.38007380073801e-05	eQTLGen_trans_eQTLs	-	No	NA	3.8e-18	rs174576	26
ENSG00000147677	EIF3H	8	117654369	117779164	-1	protein_coding	8667	EIF3H	0.465051249825806	1.14862982	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	2.1e-29	rs11558471	16
