GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,SYMBOL,P2,FDR P,FDR significant P,Bonferroni P,Bonferroni significant P,FDR P2,FDR significant P2,Bonferroni P2,Bonferroni significant P2
ENSG00000185697,8,67474410,67526482,40,1,151188,0.57227,0.28357,MYBL1,0.27232117996107763,0.8117358831841733,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000156011,8,18384811,18942240,1087,117,151188,0.57218,0.2836,PSD3,0.06516405882063858,0.8117358831841733,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000167325,11,4115937,4160106,34,5,151188,0.57216,0.28361,RRM1,0.16118578827739494,0.8117358831841733,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000175854,9,131037658,131051269,12,2,151188,0.57206,0.28364,SWI5,0.5994944286756231,0.8117358831841733,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000196814,9,129089128,129269320,313,20,151188,0.57188,0.2837,MVB12B,0.05289725579157478,0.8117358831841733,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000161091,19,3538259,3574288,33,8,151188,0.57181,0.28372,MFSD12,0.2947669112502913,0.8117358831841733,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000136930,9,127115745,127177723,60,5,151188,0.5714,0.28386,PSMB7,0.06569893689855755,0.811743651764706,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000205883,8,11839830,11842099,3,1,151188,0.5713699999999999,0.28387,DEFB135,0.3692827191081564,0.811743651764706,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000186231,6,97372605,97588630,531,27,151188,0.57131,0.28389000000000003,KLHL32,0.17537876882796,0.811743651764706,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000143194,1,166958346,166991451,33,4,151188,0.57128,0.28391,MAEL,0.6458166273738766,0.811743651764706,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000065559,17,11924141,12047147,55,7,151188,0.57115,0.28395,MAP2K4,0.015035563780161132,0.811743651764706,No,1.0,No,0.9759844778396058,No,1.0,No
ENSG00000075239,11,107992243,108018503,28,3,151188,0.57103,0.28399,ACAT1,0.04645829319141792,0.811743651764706,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000154252,2,242716240,242743623,3,1,151188,0.57055,0.28415,GAL3ST2,0.9373157557048762,0.812073604140527,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000188467,15,48413169,48434869,3,1,151188,0.57022,0.28426,SLC24A5,0.6694228902336258,0.8122605802101303,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000177764,20,277737,280965,3,1,151188,0.56998,0.28434,ZCCHC3,0.48324530293430895,0.8123617873941674,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000117475,1,169337208,169365778,36,7,151188,0.56966,0.28446,BLZF1,0.7632348860827681,0.8125772252704185,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000163424,3,118864997,118878889,36,8,151188,0.56884,0.28473000000000004,C3orf30,0.9422939258577084,0.8131792383638928,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000215012,22,19833661,19842419,16,4,151188,0.56876,0.28476,C22orf29,0.09955033733345464,0.8131792383638928,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000081853,5,140718539,140892546,212,20,151188,0.56812,0.28498,PCDHGA2,0.9923841175420478,0.8136799686618615,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000105289,19,3708107,3750811,36,7,151188,0.5676800000000001,0.28513,TJP3,0.8345692186831045,0.8139807081309729,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000148690,10,95427640,95462329,74,5,151188,0.56739,0.28523000000000004,FRA10AC1,0.9436544368797996,0.8141386372180451,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000123384,12,57522276,57607134,46,4,151188,0.56691,0.28539000000000003,LRP1,0.9468249821319844,0.8143437464788732,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000089818,12,8234807,8250367,8,3,151188,0.5666100000000001,0.28549,NECAP1,0.9943781277193648,0.8143437464788732,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000119979,10,120863598,120897496,48,2,151188,0.56648,0.28553,FAM45A,0.5053022976713372,0.8143437464788732,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000010219,12,4671370,4723325,79,15,151188,0.5664899999999999,0.28553,DYRK4,0.6639971820359568,0.8143437464788732,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000168453,8,21971928,21990897,9,3,151188,0.56642,0.28555,HR,0.5439604851079405,0.8143437464788732,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000060566,19,4153598,4173051,9,3,151188,0.5663699999999999,0.28557,CREB3L3,0.8243166817477254,0.8143437464788732,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000189180,10,38299578,38354016,131,11,151188,0.56593,0.28572,ZNF33A,0.02958034032655843,0.8145618670836592,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000100014,22,24666786,24813708,153,12,151188,0.5655899999999999,0.28583000000000003,SPECC1L,0.36476931779746413,0.8145618670836592,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000168214,4,26165077,26436541,206,19,151188,0.5655399999999999,0.28585,RBPJ,0.7621790856989111,0.8145618670836592,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000112280,6,70924764,71012786,190,24,151188,0.5655,0.28587,COL9A1,0.5656314214222379,0.8145618670836592,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000105708,19,19821280,19843906,29,4,151188,0.5655,0.28587,ZNF14,0.9924506103715218,0.8145618670836592,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000180066,10,134257831,134262912,2,1,151188,0.5653,0.28593,C10orf91,0.4661416930293502,0.814605450281426,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000161905,17,4534197,4545589,14,5,151188,0.56507,0.28601,ALOX15,0.34384653798369513,0.8146925758049391,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000241404,6,32132360,32136058,3,1,151188,0.56497,0.28605,EGFL8,0.56003436285839,0.8146925758049391,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000105642,19,18062102,18110889,34,6,151188,0.56475,0.28612,KCNN1,0.5081876158863601,0.8147645944678855,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000167196,15,76196200,76227609,39,3,151188,0.56399,0.28638,FBXO22,0.9236361012720694,0.8150229439252337,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000041982,9,117782806,117880536,156,20,151188,0.56374,0.28647,TNC,0.2396663391343237,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000135114,12,121458095,121477045,30,8,151188,0.5636899999999999,0.28648,OASL,0.25205706702992997,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000145649,5,54398476,54406080,8,2,151188,0.56358,0.28652,GZMA,0.18206663612021545,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000178734,13,76445187,76457947,52,6,151188,0.56353,0.28654,C13orf45,0.09391564608195824,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000179532,11,6518490,6614988,112,14,151188,0.56333,0.2866,DNHD1,0.2377385134512362,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164609,5,159828648,159848718,39,5,151188,0.56317,0.28666,SLU7,0.2399400925453973,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000034533,3,130732719,130746493,24,3,151188,0.56308,0.28669,ASTE1,0.4583095416089332,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000157895,12,121440225,121454305,45,9,151188,0.56306,0.2867,C12orf43,0.6176946143974681,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000260916,15,55632230,55700708,152,9,151188,0.56294,0.28674,CCPG1,0.4004415699391928,0.8150229439252337,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000005955,17,34900737,34946278,18,3,151188,0.56271,0.28682,GGNBP2,0.4477816436142757,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000204576,6,30524663,30531500,5,1,151188,0.56261,0.28685,PRR3,0.4572969640859808,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000163492,2,179694484,179914813,282,29,151188,0.5625600000000001,0.28687,CCDC141,0.5336379317202807,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000254245,5,140723601,140892546,207,20,151188,0.5624600000000001,0.2869,PCDHGA3,0.07026075939253272,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000100628,14,94400499,94443137,72,12,151188,0.56233,0.28695,ASB2,0.02648921654120884,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000105726,19,19756007,19774502,24,4,151188,0.56219,0.28699,ATP13A1,0.08322288668436406,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000254873,11,118267810,118272610,4,1,151188,0.56212,0.28702,RP11-770J1.5,0.8923846836789875,0.8150229439252337,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000132646,20,5095599,5107272,7,1,151188,0.56192,0.28709,PCNA,0.9171549393839618,0.8150229439252337,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000268870,19,12502763,12551896,226,5,151188,0.56179,0.28713,CTD-3105H18.16,0.021437918347367302,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000124588,6,2988221,3019996,54,9,151188,0.56176,0.28714,NQO2,0.5980086871903183,0.8150229439252337,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000144746,3,69134095,69155217,26,5,151188,0.56172,0.28715,ARL6IP5,0.2612253963488189,0.8150229439252337,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000064300,17,47572655,47592379,19,7,151188,0.56133,0.28729,NGFR,0.21768719966474825,0.8151529285380664,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000110042,11,58938903,58976060,37,5,151188,0.56124,0.28732,DTX4,0.7783231933074605,0.8151529285380664,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000259305,8,124238431,124279627,10,4,151188,0.56121,0.28733000000000003,ZHX1-C8ORF76,0.5822946859437227,0.8151529285380664,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000174792,4,76481258,76491095,16,3,151188,0.56103,0.28739000000000003,C4orf26,0.3187095689734152,0.8151544342412452,No,1.0,No,0.9935462655487302,No,1.0,No
ENSG00000197263,11,124189134,124190184,3,1,151188,0.56092,0.28742,OR8D2,0.9030291906710444,0.8151544342412452,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000146039,6,25754927,25781419,58,8,151188,0.56079,0.28747,SLC17A4,0.03173358051828723,0.8151559390073129,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000119402,9,123514256,123555690,29,2,151188,0.5606800000000001,0.28751,FBXW2,0.6040312182480793,0.8151559390073129,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000103522,16,27413483,27462115,67,11,151188,0.56025,0.28765,IL21R,0.5204149766082335,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000059377,7,139476850,139720125,315,36,151188,0.55994,0.28776,TBXAS1,0.043885926186929325,0.8152930248447205,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000129657,17,75082798,75213179,114,22,151188,0.55993,0.28777,SEC14L1,0.7451485035331155,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000167515,16,88922628,88929094,5,2,151188,0.55984,0.28779,TRAPPC2L,0.09112211512807078,0.8152930248447205,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000172349,15,81451916,81605104,210,19,151188,0.55971,0.28784,IL16,0.6461829672537704,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000112818,6,46761127,46807515,74,6,151188,0.55957,0.28789000000000003,MEP1A,0.32883803058430217,0.8152930248447205,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000004455,1,33473585,33546597,59,2,151188,0.55935,0.28796,AK2,0.4544867359089245,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000185803,8,145577795,145584932,7,1,151188,0.55925,0.28799,SLC52A2,0.7019273419396409,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000132554,8,100973164,101143496,156,11,151188,0.55921,0.28801,RGS22,0.7850680217477004,0.8152930248447205,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000168268,3,52558386,52569070,21,3,151188,0.55908,0.28805,NT5DC2,0.205033197751098,0.8152930248447205,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000197782,19,40575059,40596845,55,4,151188,0.55907,0.28806,ZNF780A,0.08254576073001807,0.8152930248447205,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000104218,8,67974661,68108498,78,3,151188,0.55895,0.2881,CSPP1,0.8724244747664062,0.8152930248447205,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000063245,19,56186592,56221224,28,5,151188,0.55882,0.28814,EPN1,0.8603838624616886,0.8152930248447205,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000161929,17,5112256,5138155,19,3,151188,0.5586300000000001,0.28821,SCIMP,0.8188416386728995,0.8153644806707033,No,1.0,No,0.9972936252885278,No,1.0,No
ENSG00000185332,17,79285074,79304474,11,2,151188,0.55821,0.28835,TMEM105,0.8805678294400903,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000120662,13,41790505,41837742,66,3,151188,0.55814,0.28837,MTRF1,0.2814306539151278,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000158793,1,161087876,161095235,4,1,151188,0.5579999999999999,0.28841999999999995,NIT1,0.8995536399733134,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000127564,16,3018025,3030540,6,2,151188,0.5574899999999999,0.2886,PKMYT1,0.4027193453292601,0.8154106197964847,No,1.0,No,0.9949723317761506,No,1.0,No
ENSG00000105514,19,11432722,11456946,22,4,151188,0.55696,0.28878000000000004,RAB3D,0.0391354825433573,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000148450,10,23384435,23410942,38,6,151188,0.55678,0.28884,MSRB2,0.3998783264400305,0.8154106197964847,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000140941,16,87417601,87438385,12,4,151188,0.55666,0.28888,MAP1LC3B,0.3443015814584485,0.8154106197964847,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000164136,4,142557752,142655140,93,8,151188,0.55656,0.28891,IL15,0.6633414220832836,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000159208,1,150254953,150259505,4,2,151188,0.55642,0.28896,C1orf51,0.3773726611400032,0.8154106197964847,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000182134,1,151742583,151763892,48,3,151188,0.55637,0.28898,TDRKH,0.19555973266470805,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000151773,13,44398045,44453827,160,14,151188,0.55612,0.28906,CCDC122,0.13210079656236773,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000117593,1,173793641,173827684,43,5,151188,0.55602,0.2891,DARS2,0.43461900536744413,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000121075,17,59529765,59562471,30,8,151188,0.55578,0.28918,TBX4,0.10426108103731113,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000057149,18,61322431,61329197,2,1,151188,0.55558,0.28925,SERPINB3,0.8192645101116449,0.8154106197964847,No,1.0,No,0.9972936252885278,No,1.0,No
ENSG00000148296,9,136197552,136203235,8,3,151188,0.5553600000000001,0.28932,SURF6,0.046986347589824666,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000185933,10,105213144,105218645,4,2,151188,0.55535,0.28933000000000003,CALHM1,0.30228408804931417,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000124107,20,43880880,43883205,8,3,151188,0.55524,0.28937,SLPI,0.7063418309774198,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000175970,12,121148238,121161443,38,7,151188,0.55482,0.28951,UNC119B,0.5438444375656889,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000058673,1,203764782,203823252,132,9,151188,0.55477,0.28953,ZC3H11A,0.7769593850230401,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100426,22,50247490,50283726,106,5,151188,0.5546300000000001,0.28957,ZBED4,0.3161351485052398,0.8154106197964847,No,1.0,No,0.9926785503790204,No,1.0,No
ENSG00000231738,12,85408094,85430055,14,3,151188,0.55461,0.28958,TSPAN19,0.8789094733097361,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000168959,11,88237744,88799113,1128,32,151188,0.55456,0.2896,GRM5,0.14048318039827912,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000054356,2,220154345,220174370,10,2,151188,0.55448,0.28963,PTPRN,0.4151287607985105,0.8154106197964847,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000075914,3,45016733,45077558,101,5,151188,0.55437,0.28966,EXOSC7,0.6866910844327282,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000144837,3,119316689,119348658,47,5,151188,0.5543600000000001,0.28967,PLA1A,0.9665392027365156,0.8154106197964847,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000196476,20,251504,271390,25,3,151188,0.5542199999999999,0.28971,C20orf96,0.41469474779624826,0.8154106197964847,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000115998,2,70377012,70475747,115,9,151188,0.5541699999999999,0.28973000000000004,C2orf42,0.7650295071562058,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000173482,18,7566780,8406859,928,85,151188,0.55413,0.28975,PTPRM,0.8344850747585429,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000073598,17,33448598,33457751,4,1,151188,0.55409,0.28976,FNDC8,0.730044499211104,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000119537,18,60994959,61034743,30,5,151188,0.55403,0.28978000000000004,KDSR,0.5181675930544891,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000213213,9,139690802,139702193,15,3,151188,0.55391,0.28982,CCDC183,0.1735007587184071,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165792,14,21457929,21465189,7,2,151188,0.55382,0.28985,METTL17,0.5111250560304795,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000106538,7,150035408,150038763,4,2,151188,0.5536,0.28993,RARRES2,0.8814588044840538,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000268485,2,242167319,242168850,1,1,151188,0.55338,0.29,AC104841.2,0.7853582243003101,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000256453,5,140050379,140053171,1,1,151188,0.55338,0.29,DND1,0.6300607981457662,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000213145,14,105952654,105955284,1,1,151188,0.55338,0.29,CRIP1,0.9950419925132186,0.8154106197964847,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000117614,1,25549170,25558993,1,1,151188,0.55338,0.29,SYF2,0.6189240633556019,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000144935,3,142442916,142526730,85,4,151188,0.55302,0.29012,TRPC1,0.06129216684638705,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000175395,10,38238500,38265561,59,7,151188,0.55288,0.29017,ZNF25,0.9004017525416714,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000130810,19,10216965,10225414,11,2,151188,0.55279,0.2902,PPAN,0.8096923164469441,0.8154106197964847,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000243207,19,10216899,10225456,11,2,151188,0.55279,0.2902,PPAN-P2RY11,0.2202121218660428,0.8154106197964847,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000118600,12,64173583,64203338,12,2,151188,0.5528,0.2902,TMEM5,0.8875561963737625,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000267173,19,44833848,44905774,170,17,151188,0.55277,0.29021,CTC-512J12.6,0.8946915692833505,0.8154106197964847,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000112062,6,35995488,36079013,146,12,151188,0.55272,0.29023000000000004,MAPK14,0.3176240933009085,0.8154106197964847,No,1.0,No,0.9935462655487302,No,1.0,No
ENSG00000153498,13,113030633,113089003,146,11,151188,0.55269,0.29024,SPACA7,0.4797102632292841,0.8154106197964847,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000146197,6,35182190,35220856,40,5,151188,0.55248,0.29031,SCUBE3,0.8870393474828133,0.8154815507938956,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000163746,3,146109208,146213778,219,9,151188,0.55225,0.29039,PLSCR2,0.05738697853345909,0.8155671844660194,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000072571,5,162887209,162918947,45,6,151188,0.55214,0.29043,HMMR,0.8603715971660048,0.8155671844660194,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000163283,2,233243244,233247599,8,3,151188,0.55198,0.29048,ALPP,0.11220015546597327,0.815581904468413,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165379,14,42076773,42373752,496,26,151188,0.5515100000000001,0.29064,LRFN5,0.5028743933875792,0.8159054198120474,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000148925,11,13409548,13484844,112,7,151188,0.55128,0.29072,BTBD10,0.4685815744549524,0.8160042883548984,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000027644,1,156809855,156828810,5,3,151188,0.55097,0.29083000000000003,INSRR,0.03450168499127959,0.816105519470525,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000258405,19,52956829,53015407,121,6,151188,0.55071,0.29091,ZNF578,0.5229559105314643,0.816105519470525,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000138031,2,25042038,25142708,223,11,151188,0.5506300000000001,0.29094000000000003,ADCY3,0.8198339521833219,0.816105519470525,No,1.0,No,0.9973866888847295,No,1.0,No
ENSG00000056558,9,123664671,123691451,81,7,151188,0.55053,0.29098,TRAF1,0.8057590134028056,0.816105519470525,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000185112,3,194406622,194409762,3,1,151188,0.55053,0.29098,FAM43A,0.9821268434309106,0.816105519470525,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000168546,8,21547915,21669869,64,19,151188,0.55037,0.29103,GFRA2,0.3563979854501359,0.8161201385041552,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000112367,6,110012499,110146631,234,24,151188,0.54972,0.29126,FIG4,0.07628431185956898,0.8166331685600245,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000253320,8,103876528,103990104,127,15,151188,0.54933,0.29139,KB-1507C5.2,0.34365007028117023,0.8166331685600245,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000204518,1,12704566,12727097,23,3,151188,0.54923,0.29142,AADACL4,0.43406396862340346,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000173626,6,116816152,116866773,93,6,151188,0.54919,0.29144000000000003,TRAPPC3L,0.7659496010871812,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164638,7,5314000,5346501,18,5,151188,0.54915,0.29145,SLC29A4,0.6816464594227977,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000100024,22,24863206,24924358,83,8,151188,0.54887,0.29155,UPB1,0.202665006338274,0.8166331685600245,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000173566,8,21964383,21966932,3,1,151188,0.54878,0.29158,NUDT18,0.12615017487653513,0.8166331685600245,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000107929,10,855484,977564,168,6,151188,0.5486300000000001,0.29163,LARP4B,0.741374188204325,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000198796,18,56148479,56296189,162,33,151188,0.54848,0.29168,ALPK2,0.12580961781458633,0.8166331685600245,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000267206,9,139638463,139642980,3,2,151188,0.5484399999999999,0.29169,LCN6,0.3627445633513324,0.8166331685600245,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000112077,6,49572871,49604552,104,12,151188,0.5481199999999999,0.29181,RHAG,0.3964517295929535,0.8166331685600245,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000154889,18,11882621,11909222,51,9,151188,0.54807,0.29182,MPPE1,0.8364028721109212,0.8166331685600245,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000240224,2,234621638,234681945,126,12,151188,0.54788,0.29189,UGT1A5,0.2473026729335465,0.8166331685600245,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000182253,15,99638420,99675798,61,9,151188,0.54788,0.29189,SYNM,0.3789616420068169,0.8166331685600245,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000094914,12,53701240,53718648,2,1,151188,0.54784,0.2919,AAAS,0.73856166733146,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000149743,11,63991271,63993726,3,2,151188,0.54775,0.29193,TRPT1,0.4616829338738164,0.8166331685600245,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000136932,9,100666771,100684852,33,4,151188,0.54756,0.292,C9orf156,0.3869478989135189,0.8167036070606293,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000101447,20,37554955,37581703,33,3,151188,0.54724,0.29211,FAM83D,0.9908178667521303,0.8167241084558824,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000136295,7,2671585,2704436,14,5,151188,0.54703,0.29218,TTYH3,0.2469534553817918,0.8167241084558824,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000253159,5,140810185,140892546,104,11,151188,0.54689,0.29223000000000005,PCDHGA12,0.4180286242159317,0.8167241084558824,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000128165,22,50919985,50924869,2,1,151188,0.5464399999999999,0.29238000000000003,ADM2,0.030392345495707573,0.8167241084558824,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000138430,2,174937175,175113426,397,14,151188,0.54632,0.29242,OLA1,0.8674693721030093,0.8167241084558824,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000204644,6,29640169,29648887,21,5,151188,0.5462600000000001,0.29244000000000003,ZFP57,0.044803861080113694,0.8167241084558824,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000140479,15,101840818,102065405,465,72,151188,0.54618,0.29247,PCSK6,0.2494358111741355,0.8167241084558824,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000198108,5,129240165,129522327,375,13,151188,0.5460699999999999,0.29251,CHSY3,0.9280219495249666,0.8167241084558824,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000136842,9,100263462,100364030,110,21,151188,0.54606,0.29251,TMOD1,0.9202768436726388,0.8167241084558824,No,1.0,No,0.9982388619747915,No,1.0,No
