"Ensembl Gene ID","Gene name","Chromosome","Start position","End position","N SNPs","N Param","Z-score","P-value","Bonferroni P-value","Bonferroni significant"
"ENSG00000085415","SEH1L","18","12947132","12987535","43","4","0.69589","0.24325","1.0","No"
"ENSG00000101639","CEP192","18","12991361","13125051","279","13","0.41807","0.33795","1.0","No"
"ENSG00000168675","LDLRAD4","18","13217497","13652754","529","58","0.2559","0.39902","1.0","No"
"ENSG00000177150","FAM210A","18","13663346","13726662","108","8","1.0916","0.13751","1.0","No"
"ENSG00000101654","RNMT","18","13726659","13764557","64","6","1.2899","0.098551","1.0","No"
"ENSG00000176136","MC5R","18","13824154","13826861","16","3","0.80315","0.21094","1.0","No"
"ENSG00000185231","MC2R","18","13882043","13915706","76","3","1.7125","0.043399","1.0","No"
"ENSG00000175322","ZNF519","18","14057456","14132489","117","11","0.037365","0.4851","1.0","No"
"ENSG00000183206","POTEC","18","14507338","14543584","5","1","0.1407","0.44405","1.0","No"
"ENSG00000180777","ANKRD30B","18","14728271","14852737","197","10","1.8891","0.029441","1.0","No"
"ENSG00000067900","ROCK1","18","18526867","18691812","70","3","0.76242","0.22291","1.0","No"
"ENSG00000141449","GREB1L","18","18822203","19105378","193","10","0.08576","0.46583","1.0","No"
"ENSG00000141446","ESCO1","18","19109242","19180845","52","4","1.7423","0.040724","1.0","No"
"ENSG00000167088","SNRPD1","18","19192228","19210417","17","2","1.7729","0.038126","1.0","No"
"ENSG00000158201","ABHD3","18","19230858","19284766","40","4","1.3847","0.08307","1.0","No"
"ENSG00000101752","MIB1","18","19284918","19450918","134","10","0.37926","0.35225","1.0","No"
"ENSG00000263588","RP11-595B24.2","18","19668021","19678741","34","5","-1.4769","0.93014","1.0","No"
"ENSG00000154059","IMPACT","18","22006580","22033499","48","5","0.21119","0.41637","1.0","No"
"ENSG00000141447","OSBPL1A","18","21742008","21977844","182","37","0.3676","0.35658","1.0","No"
"ENSG00000154040","CABYR","18","21718942","21741567","15","3","-0.4774","0.68346","1.0","No"
"ENSG00000168234","TTC39C","18","21572737","21715574","148","22","-0.78368","0.78339","1.0","No"
"ENSG00000053747","LAMA3","18","21269407","21535030","312","12","-0.57696","0.71802","1.0","No"
"ENSG00000154065","ANKRD29","18","21178890","21242849","30","8","-0.34891","0.63642","1.0","No"
"ENSG00000175354","PTPN2","18","12785477","12929642","191","21","0.3005","0.3819","1.0","No"
"ENSG00000141458","NPC1","18","21086148","21166862","85","5","2.3067","0.010536","1.0","No"
"ENSG00000101782","RIOK3","18","21032787","21066567","52","7","1.8512","0.032071","1.0","No"
"ENSG00000134490","TMEM241","18","20777108","21017925","228","27","1.8555","0.031765","1.0","No"
"ENSG00000134508","CABLES1","18","20714528","20840431","97","13","-0.79068","0.78543","1.0","No"
"ENSG00000101773","RBBP8","18","20378224","20606451","365","10","0.10584","0.45786","1.0","No"
"ENSG00000212710","CTAGE1","18","19993564","19997878","4","2","0.65467","0.25634","1.0","No"
"ENSG00000141448","GATA6","18","19749404","19782491","10","3","0.47244","0.31831","1.0","No"
"ENSG00000141452","C18orf8","18","21083473","21111746","27","2","2.0263","0.021368","1.0","No"
"ENSG00000101624","CEP76","18","12661832","12702776","90","7","-0.82307","0.79477","1.0","No"
"ENSG00000128789","PSMG2","18","12658737","12725739","143","9","-0.72508","0.7658","1.0","No"
"ENSG00000215527","AP005482.1","18","12658042","12663470","15","2","-1.2837","0.90038","1.0","No"
"ENSG00000128791","TWSG1","18","9334765","9402418","97","5","0.41384","0.3395","1.0","No"
"ENSG00000101745","ANKRD12","18","9136226","9285983","221","11","0.61105","0.27058","1.0","No"
"ENSG00000178127","NDUFV2","18","9102628","9134343","32","5","0.32304","0.37333","1.0","No"
"ENSG00000168502","SOGA2","18","8705659","8832776","201","35","1.66","0.048452","1.0","No"
"ENSG00000206418","RAB12","18","8609443","8639379","49","4","-0.089465","0.53564","1.0","No"
"ENSG00000173482","PTPRM","18","7566780","8406859","928","85","0.55413","0.28975","1.0","No"
"ENSG00000017797","RALBP1","18","9475007","9538114","92","10","0.32505","0.37257","1.0","No"
"ENSG00000101680","LAMA1","18","6941743","7117813","291","53","-0.88277","0.81132","1.0","No"
"ENSG00000265944","C18orf64","18","6511415","6590652","140","27","0.96653","0.16689","1.0","No"
"ENSG00000154655","L3MBTL4","18","5954705","6415236","542","35","-0.39363","0.65307","1.0","No"
"ENSG00000206432","TMEM200C","18","5882071","5895954","12","3","-0.26242","0.6035","1.0","No"
"ENSG00000082397","EPB41L3","18","5392383","5630699","280","29","-0.97762","0.83587","1.0","No"
"ENSG00000198081","ZBTB14","18","5289018","5297052","12","1","-1.1289","0.87053","1.0","No"
"ENSG00000231824","C18orf42","18","5145284","5197502","79","13","0.41313","0.33976","1.0","No"
"ENSG00000088756","ARHGAP28","18","6729717","6915715","204","28","-0.13202","0.55252","1.0","No"
"ENSG00000134489","HRH4","18","22040593","22059921","29","9","1.7424","0.040721","1.0","No"
"ENSG00000154845","PPP4R1","18","9546789","9615238","89","11","-1.2478","0.89395","1.0","No"
"ENSG00000168454","TXNDC2","18","9885763","9889272","11","4","0.53308","0.29699","1.0","No"
"ENSG00000134278","SPIRE1","18","12446511","12658133","458","24","-1.0839","0.8608","1.0","No"
"ENSG00000141391","SLMO1","18","12407895","12432237","17","5","-0.53443","0.70348","1.0","No"
"ENSG00000141385","AFG3L2","18","12328943","12377313","65","4","-0.10403","0.54143","1.0","No"
"ENSG00000176014","TUBB6","18","12307668","12344319","74","3","-0.008153","0.50325","1.0","No"
"ENSG00000176194","CIDEA","18","12254318","12277594","29","7","-1.0827","0.86052","1.0","No"
"ENSG00000181626","ANKRD62","18","12093852","12129748","97","6","-1.5182","0.93552","1.0","No"
"ENSG00000168461","RAB31","18","9708162","9862548","214","51","0.52477","0.29987","1.0","No"
"ENSG00000141401","IMPA2","18","11981024","12030876","124","13","0.41804","0.33796","1.0","No"
"ENSG00000255112","CHMP1B","18","11851395","11854448","2","1","-1.2143","0.88769","1.0","No"
"ENSG00000141404","GNAL","18","11688955","11885684","262","18","-1.5804","0.94299","1.0","No"
"ENSG00000154864","PIEZO2","18","10666480","11148587","690","73","0.18026","0.42847","1.0","No"
"ENSG00000134265","NAPG","18","10525902","10552758","29","3","-0.8301","0.79676","1.0","No"
"ENSG00000154856","APCDD1","18","10454625","10489945","47","7","0.83704","0.20129","1.0","No"
"ENSG00000101558","VAPA","18","9913999","9960018","45","10","0.73489","0.2312","1.0","No"
"ENSG00000154889","MPPE1","18","11882621","11909222","51","9","0.54807","0.29182","1.0","No"
"ENSG00000101665","SMAD7","18","46446223","46477081","33","10","0.47896","0.31598","1.0","No"
"ENSG00000198795","ZNF521","18","22641890","22932154","251","37","-1.1233","0.86936","1.0","No"
"ENSG00000154611","PSMA8","18","23713816","23773319","78","6","0.58895","0.27795","1.0","No"
"ENSG00000134759","ELP2","18","33709407","33757909","101","7","-0.6059","0.72771","1.0","No"
"ENSG00000075643","MOCOS","18","33767482","33852120","126","17","0.78806","0.21533","1.0","No"
"ENSG00000134775","FHOD3","18","33877677","34360018","738","62","-0.75668","0.77538","1.0","No"
"ENSG00000134779","TPGS2","18","34359987","34409158","70","3","-0.47122","0.68126","1.0","No"
"ENSG00000150477","KIAA1328","18","34409069","34812135","542","7","-1.833","0.9666","1.0","No"
"ENSG00000101489","CELF4","18","34823010","35146000","405","56","0.97957","0.16365","1.0","No"
"ENSG00000078142","PIK3C3","18","39535171","39667794","129","7","-0.1781","0.57068","1.0","No"
"ENSG00000152214","RIT2","18","40323192","40695657","467","33","0.41878","0.33769","1.0","No"
"ENSG00000132872","SYT4","18","40847843","40857615","7","2","0.47441","0.3176","1.0","No"
"ENSG00000152217","SETBP1","18","42260138","42648475","352","44","0.52022","0.30145","1.0","No"
"ENSG00000132874","SLC14A2","18","42792960","43263072","723","67","-1.8077","0.96467","1.0","No"
"ENSG00000141469","SLC14A1","18","43304092","43332485","95","5","0.28006","0.38971","1.0","No"
"ENSG00000197046","SIGLEC15","18","43405477","43424045","15","4","-0.16187","0.56429","1.0","No"
"ENSG00000152223","EPG5","18","43427574","43547240","120","10","-0.1185","0.54717","1.0","No"
"ENSG00000152229","PSTPIP2","18","43563502","43652238","92","6","-1.2653","0.89711","1.0","No"
"ENSG00000152234","ATP5A1","18","43664110","43684300","36","2","0.49642","0.3098","1.0","No"
"ENSG00000152240","HAUS1","18","43684298","43708299","21","3","-0.73019","0.76736","1.0","No"
"ENSG00000268960","AC091150.1","18","45778672","45779208","1","1","-0.91537","0.82","1.0","No"
"ENSG00000184828","ZBTB7C","18","45553044","45937123","459","86","0.8042","0.21064","1.0","No"
"ENSG00000175387","SMAD2","18","45357922","45457515","116","5","1.0903","0.13779","1.0","No"
"ENSG00000215474","SKOR2","18","44746293","44775554","40","4","-0.78996","0.78522","1.0","No"
"ENSG00000134049","IER3IP1","18","44681413","44702745","45","4","-1.1675","0.87849","1.0","No"
"ENSG00000267228","IER3IP1","18","44661027","44702652","104","7","-1.223","0.88934","1.0","No"
"ENSG00000141424","SLC39A6","18","33688495","33709348","33","2","-1.0973","0.86376","1.0","No"
"ENSG00000167220","HDHD2","18","44633774","44676891","97","9","-1.4096","0.92067","1.0","No"
"ENSG00000167216","KATNAL2","18","44497455","44627658","176","11","-0.61501","0.73073","1.0","No"
"ENSG00000078043","PIAS2","18","44388353","44500123","168","9","-0.66425","0.74673","1.0","No"
"ENSG00000101638","ST8SIA5","18","44259081","44339220","123","24","-1.0894","0.86201","1.0","No"
"ENSG00000167210","LOXHD1","18","44056935","44236996","299","39","-0.37354","0.64563","1.0","No"
"ENSG00000141622","RNF165","18","43906772","44043103","103","24","2.3795","0.0086684","1.0","No"
"ENSG00000152242","C18orf25","18","43753519","43846949","72","3","1.0497","0.14694","1.0","No"
"ENSG00000206181","TCEB3B","18","44558943","44561988","6","1","0.47018","0.31911","1.0","No"
"ENSG00000141425","RPRD1A","18","33564350","33647539","93","5","0.44872","0.32682","1.0","No"
"ENSG00000141428","C18orf21","18","33552046","33559241","9","1","0.51899","0.30188","1.0","No"
"ENSG00000141429","GALNT1","18","33161081","33291798","272","8","-0.27733","0.60924","1.0","No"
"ENSG00000118276","B4GALT6","18","29202210","29265799","63","7","0.35282","0.36211","1.0","No"
"ENSG00000118271","TTR","18","29171689","29178974","6","1","0.78998","0.21477","1.0","No"
"ENSG00000046604","DSG2","18","29078006","29128971","69","8","0.16944","0.43273","1.0","No"
"ENSG00000134757","DSG3","18","29027758","29058665","66","7","1.2571","0.10435","1.0","No"
"ENSG00000175065","DSG4","18","28956740","28994875","38","4","1.1705","0.12089","1.0","No"
"ENSG00000134760","DSG1","18","28898052","28936992","107","6","0.32934","0.37095","1.0","No"
"ENSG00000153339","TRAPPC8","18","29409136","29533099","181","11","-0.9081","0.81809","1.0","No"
"ENSG00000134765","DSC1","18","28709199","28742819","64","7","-0.84447","0.8008","1.0","No"
"ENSG00000134762","DSC3","18","28569974","28622781","83","10","0.51848","0.30206","1.0","No"
"ENSG00000170558","CDH2","18","25530930","25757410","367","25","-0.57334","0.71679","1.0","No"
"ENSG00000154080","CHST9","18","24495595","24765281","542","24","-0.40773","0.65826","1.0","No"
"ENSG00000171885","AQP4","18","24432002","24445782","8","4","-1.7811","0.96255","1.0","No"
"ENSG00000134504","KCTD1","18","24034874","24237365","227","42","-0.031996","0.51276","1.0","No"
"ENSG00000141384","TAF4B","18","23805900","23971649","300","17","0.15071","0.4401","1.0","No"
"ENSG00000134755","DSC2","18","28645940","28682378","21","6","-0.08469","0.53375","1.0","No"
"ENSG00000141380","SS18","18","23596578","23671181","97","7","0.75205","0.22601","1.0","No"
"ENSG00000101695","RNF125","18","29598335","29653176","31","5","0.54197","0.29392","1.0","No"
"ENSG00000141441","GAREM","18","29704840","30050447","541","29","0.77656","0.21871","1.0","No"
"ENSG00000153391","INO80C","18","33032194","33077955","33","5","-1.1555","0.87606","1.0","No"
"ENSG00000267140","RP11-322E11.6","18","33023835","33077904","36","6","-1.1999","0.88491","1.0","No"
"ENSG00000186496","ZNF396","18","32946661","32957301","15","3","-0.18283","0.57253","1.0","No"
"ENSG00000172466","ZNF24","18","32912176","32925446","18","3","0.25102","0.4009","1.0","No"
"ENSG00000186814","ZSCAN30","18","32831032","32870196","45","6","-0.51489","0.69668","1.0","No"
"ENSG00000186812","ZNF397","18","32820994","32847097","23","5","-0.1176","0.54681","1.0","No"
"ENSG00000134758","RNF138","18","29671818","29711524","52","7","0.62333","0.26653","1.0","No"
"ENSG00000166974","MAPRE2","18","32556892","32723434","236","22","-0.053011","0.52114","1.0","No"
"ENSG00000101746","NOL4","18","31431064","31804916","362","26","0.24488","0.40328","1.0","No"
"ENSG00000141431","ASXL3","18","31158579","31331156","239","16","-0.43963","0.6699","1.0","No"
"ENSG00000166960","CCDC178","18","30517366","31021065","699","14","0.51314","0.30393","1.0","No"
"ENSG00000228835","AC012123.1","18","30349758","30354376","3","1","-0.36733","0.64331","1.0","No"
"ENSG00000197705","KLHL14","18","30252634","30353025","185","5","-1.7863","0.96298","1.0","No"
"ENSG00000141434","MEP1B","18","29765032","29800367","67","8","2.3318","0.0098565","1.0","No"
"ENSG00000134769","DTNA","18","32073254","32471808","668","17","0.86809","0.19267","1.0","No"
"ENSG00000170579","DLGAP1","18","3496030","4455335","1245","175","-0.1936","0.57675","1.0","No"
"ENSG00000197561","ELANE","19","851014","856242","1","1","-0.38532","0.65","1.0","No"
"ENSG00000175221","MED16","19","867962","893218","21","2","-0.18782","0.57449","1.0","No"
"ENSG00000268861","CTD-2207O23.3","19","7445850","7535131","246","12","1.1499","0.1251","1.0","No"
"ENSG00000104880","ARHGEF18","19","7459999","7537363","233","11","1.1732","0.12036","1.0","No"
"ENSG00000104883","PEX11G","19","7541761","7562335","14","2","-0.53381","0.70326","1.0","No"
"ENSG00000198723","C19orf45","19","7557862","7573336","11","3","1.1689","0.12123","1.0","No"
"ENSG00000267952","CTD-2207O23.12","19","7571938","7584508","6","3","1.1729","0.12042","1.0","No"
"ENSG00000198816","ZNF358","19","7580178","7585912","2","1","1.7532","0.039785","1.0","No"
"ENSG00000090674","MCOLN1","19","7587512","7598895","3","1","0.99979","0.15871","1.0","No"
"ENSG00000268614","CTD-2207O23.10","19","7598481","7604945","4","1","0.80979","0.20903","1.0","No"
"ENSG00000032444","PNPLA6","19","7598890","7626650","60","6","-0.97015","0.83401","1.0","No"
"ENSG00000076826","CAMSAP3","19","7660788","7683190","11","4","0.47513","0.31735","1.0","No"
"ENSG00000076924","XAB2","19","7684411","7694451","18","3","-0.013083","0.50522","1.0","No"
"ENSG00000229833","PET100","19","7694623","7696842","5","1","-0.33542","0.63135","1.0","No"
"ENSG00000268400","CTD-3214H19.4","19","7694682","7707934","24","1","0.41955","0.33741","1.0","No"
"ENSG00000174788","PCP2","19","7696497","7698634","4","1","0.47915","0.31592","1.0","No"
"ENSG00000076944","STXBP2","19","7701767","7712759","5","2","0.93688","0.17441","1.0","No"
"ENSG00000104918","RETN","19","7733930","7735334","1","1","0.30548","0.38","1.0","No"
"ENSG00000183019","C19orf59","19","7741514","7744712","1","1","0.7063","0.24","1.0","No"
"ENSG00000142449","FBN3","19","8130286","8214730","145","19","1.8416","0.032766","1.0","No"
"ENSG00000131142","CCL25","19","8117651","8127534","9","4","1.8649","0.031096","1.0","No"
"ENSG00000066044","ELAVL1","19","8023463","8070543","56","6","0.33209","0.36991","1.0","No"
"ENSG00000104980","TIMM44","19","7991603","8008805","30","4","1.0994","0.13579","1.0","No"
"ENSG00000104976","SNAPC2","19","7985201","7988135","1","1","-0.20189","0.58","1.0","No"
"ENSG00000076984","MAP2K7","19","7968728","7979363","4","1","0.41692","0.33837","1.0","No"
"ENSG00000263264","CTB-133G6.1","19","7413848","7448271","81","8","0.1775","0.42956","1.0","No"
"ENSG00000214248","AC010336.1","19","7963689","7968427","1","1","-0.35846","0.64","1.0","No"
"ENSG00000183248","CTD-3193O13.9","19","7933605","7939326","2","1","-0.75989","0.77634","1.0","No"
"ENSG00000142459","EVI5L","19","7895119","7929862","44","5","-0.90226","0.81654","1.0","No"
"ENSG00000104938","CLEC4M","19","7828035","7834491","17","5","0.43107","0.33321","1.0","No"
"ENSG00000090659","CD209","19","7804879","7812464","10","3","0.20588","0.41844","1.0","No"
"ENSG00000182566","CLEC4G","19","7793843","7798792","5","2","-0.17222","0.56837","1.0","No"
"ENSG00000104921","FCER2","19","7753644","7767032","63","4","0.78563","0.21604","1.0","No"
"ENSG00000171017","LRRC8E","19","7953390","7966901","5","2","-0.11694","0.54655","1.0","No"
"ENSG00000171105","INSR","19","7112266","7294045","252","33","2.05","0.020182","1.0","No"
"ENSG00000130544","ZNF557","19","7069455","7087979","30","4","-0.44632","0.67232","1.0","No"
"ENSG00000204752","AC025278.1","19","7011514","7013338","3","2","0.32815","0.3714","1.0","No"
"ENSG00000125656","CLPP","19","6361463","6368919","11","2","1.9939","0.023079","1.0","No"
"ENSG00000167769","ACER1","19","6306153","6333640","24","4","1.8887","0.029466","1.0","No"
"ENSG00000130382","MLLT1","19","6212966","6279959","84","4","0.86145","0.19449","1.0","No"
"ENSG00000130377","ACSBG2","19","6135258","6193112","132","9","-0.49949","0.69128","1.0","No"
"ENSG00000087903","RFX2","19","5993175","6199583","331","19","-0.33968","0.63295","1.0","No"
"ENSG00000031823","RANBP3","19","5916150","5978153","47","6","0.67712","0.24916","1.0","No"
"ENSG00000125652","ALKBH7","19","6372444","6375042","2","1","1.1311","0.129","1.0","No"
"ENSG00000105519","CAPS","19","5911718","5915888","1","1","-1.4051","0.92","1.0","No"
"ENSG00000267314","AC104532.2","19","5904852","5914718","7","2","-1.0897","0.86208","1.0","No"
"ENSG00000174886","NDUFA11","19","5891287","5904017","24","4","0.97408","0.16501","1.0","No"
"ENSG00000267740","AC024592.12","19","5866182","5903798","58","6","0.93014","0.17615","1.0","No"
"ENSG00000130383","FUT5","19","5865837","5903798","60","7","0.94181","0.17314","1.0","No"
"ENSG00000171124","FUT3","19","5842899","5851485","4","2","2.0376","0.020797","1.0","No"
"ENSG00000156413","FUT6","19","5830621","5839742","11","3","-0.36348","0.64188","1.0","No"
"ENSG00000187650","VMAC","19","5904869","5910864","7","2","-1.0897","0.86208","1.0","No"
"ENSG00000090661","CERS4","19","8271620","8327305","63","15","-1.1276","0.87025","1.0","No"
"ENSG00000125650","PSPN","19","6375159","6379069","5","1","1.9241","0.02717","1.0","No"
"ENSG00000088247","KHSRP","19","6413359","6424805","5","1","0.022267","0.49112","1.0","No"
"ENSG00000174837","EMR1","19","6887577","6940470","182","12","-1.2226","0.88926","1.0","No"
"ENSG00000141968","VAV1","19","6772725","6857377","140","13","1.667","0.047757","1.0","No"
"ENSG00000125731","SH2D3A","19","6752171","6767599","11","2","-0.26335","0.60386","1.0","No"
"ENSG00000125733","TRIP10","19","6737936","6751537","12","5","0.92474","0.17755","1.0","No"
"ENSG00000125734","GPR108","19","6729925","6737614","7","2","0.25059","0.40107","1.0","No"
"ENSG00000125730","C3","19","6677715","6730573","122","14","-1.2971","0.90271","1.0","No"
"ENSG00000125651","GTF2F1","19","6379580","6393992","9","2","2.5814","0.0049195","1.0","No"
"ENSG00000125735","TNFSF14","19","6663148","6670599","5","2","-0.47924","0.68411","1.0","No"
"ENSG00000125657","TNFSF9","19","6531010","6535931","3","2","0.19192","0.4239","1.0","No"
"ENSG00000104833","TUBB4A","19","6494330","6502859","8","4","-0.90549","0.8174","1.0","No"
"ENSG00000205744","DENND1C","19","6467218","6482568","3","2","-0.1481","0.55887","1.0","No"
"ENSG00000130545","CRB3","19","6463788","6467232","2","1","-0.94991","0.82892","1.0","No"
"ENSG00000125648","SLC25A23","19","6436090","6465214","12","5","-1.1011","0.86458","1.0","No"
"ENSG00000181240","SLC25A41","19","6426048","6433790","1","1","0.38532","0.35","1.0","No"
"ENSG00000125726","CD70","19","6583194","6604114","27","7","0.65558","0.25605","1.0","No"
"ENSG00000171119","NRTN","19","5823813","5828335","3","2","0.41313","0.33975","1.0","No"
"ENSG00000167775","CD320","19","8367011","8373240","33","2","1.1899","0.11705","1.0","No"
"ENSG00000267855","NDUFA7","19","8373490","8386280","25","2","1.1145","0.13254","1.0","No"
"ENSG00000198258","UBL5","19","9938568","9940791","1","1","0.17637","0.43","1.0","No"
"ENSG00000127445","PIN1","19","9945933","9960358","12","3","-0.8818","0.81106","1.0","No"
"ENSG00000105088","OLFM2","19","9964394","10047228","71","9","-1.1828","0.88156","1.0","No"
"ENSG00000080573","COL5A3","19","10070237","10121147","75","12","-0.38707","0.65065","1.0","No"
"ENSG00000080511","RDH8","19","10123925","10132955","17","2","0.7544","0.2253","1.0","No"
"ENSG00000130813","C19orf66","19","10196798","10203928","3","1","1.5924","0.055644","1.0","No"
"ENSG00000130812","ANGPTL6","19","10203014","10213472","3","1","1.166","0.1218","1.0","No"
"ENSG00000243207","PPAN-P2RY11","19","10216899","10225456","11","2","0.55279","0.2902","1.0","No"
"ENSG00000130810","PPAN","19","10216965","10225414","11","2","0.55279","0.2902","1.0","No"
"ENSG00000244165","P2RY11","19","10222214","10226048","8","2","0.52903","0.29839","1.0","No"
"ENSG00000130811","EIF3G","19","10225693","10230596","6","1","0.85849","0.19531","1.0","No"
"ENSG00000130816","DNMT1","19","10244021","10341962","97","8","0.43886","0.33038","1.0","No"
"ENSG00000267534","S1PR2","19","10334520","10341948","7","2","1.142","0.12673","1.0","No"
"ENSG00000105364","MRPL4","19","10362577","10370721","5","2","0.0067618","0.4973","1.0","No"
"ENSG00000090339","ICAM1","19","10381511","10397291","9","4","0.82516","0.20464","1.0","No"
"ENSG00000105376","ICAM5","19","10400657","10407454","7","1","1.334","0.091102","1.0","No"
"ENSG00000220201","ZGLP1","19","10415479","10420556","4","2","-0.45765","0.6764","1.0","No"
"ENSG00000129354","AP1M2","19","10683347","10697991","45","3","-0.3958","0.65387","1.0","No"
"ENSG00000129355","CDKN2D","19","10677138","10679735","5","2","-0.28442","0.61195","1.0","No"
"ENSG00000129347","KRI1","19","10663761","10676713","27","4","-1.4857","0.93133","1.0","No"
"ENSG00000130734","ATG4D","19","10654571","10664094","15","4","-1.752","0.96011","1.0","No"
"ENSG00000180739","S1PR5","19","10623623","10628607","4","2","-0.65541","0.7439","1.0","No"
"ENSG00000079999","KEAP1","19","10596796","10614417","8","2","-0.1341","0.55334","1.0","No"
"ENSG00000127452","FBXL12","19","9920943","9938492","8","1","-0.43721","0.66902","1.0","No"
"ENSG00000065989","PDE4A","19","10527449","10580305","17","3","-0.66085","0.74565","1.0","No"
"ENSG00000105397","TYK2","19","10461209","10491352","27","5","0.72375","0.23461","1.0","No"
"ENSG00000076662","ICAM3","19","10444452","10450499","23","3","0.15366","0.43894","1.0","No"
"ENSG00000161847","RAVER1","19","10426888","10444316","33","5","-1.5526","0.93974","1.0","No"
"ENSG00000267303","CTD-2369P2.12","19","10426147","10431354","11","3","-1.3384","0.90962","1.0","No"
"ENSG00000267673","FDX1L","19","10416103","10426691","18","4","-1.2421","0.89291","1.0","No"
"ENSG00000167807","CTD-2369P2.10","19","10416103","10426685","18","4","-1.2421","0.89291","1.0","No"
"ENSG00000105401","CDC37","19","10501810","10530797","30","2","0.43401","0.33214","1.0","No"
"ENSG00000196605","ZNF846","19","9862669","9903856","55","4","-0.7242","0.76553","1.0","No"
"ENSG00000224689","ZNF812","19","9800600","9811452","32","2","-0.28839","0.61348","1.0","No"
"ENSG00000171466","ZNF562","19","9759330","9785776","42","4","-0.27902","0.60988","1.0","No"
"ENSG00000170948","MBD3L1","19","8943074","8954016","14","3","-0.56659","0.7145","1.0","No"
"ENSG00000167785","ZNF558","19","8920380","8943004","41","5","-0.59672","0.72465","1.0","No"
"ENSG00000181733","OR2Z1","19","8841316","8842371","1","1","-0.17637","0.57","1.0","No"
"ENSG00000181786","ACTL9","19","8807751","8809172","3","1","-1.0917","0.86251","1.0","No"
"ENSG00000142303","ADAMTS10","19","8645126","8675620","11","5","-0.41288","0.66015","1.0","No"
"ENSG00000142347","MYO1F","19","8585674","8642461","25","8","1.3394","0.090218","1.0","No"
"ENSG00000181143","MUC16","19","8959520","9092018","307","21","-0.59849","0.72524","1.0","No"
"ENSG00000133250","ZNF414","19","8575462","8579048","14","2","-0.14457","0.55747","1.0","No"
"ENSG00000099783","HNRNPM","19","8509651","8553998","101","10","0.10772","0.45711","1.0","No"
"ENSG00000099785","MARCH2","19","8478154","8503901","20","5","-0.29191","0.61482","1.0","No"
"ENSG00000185236","RAB11B","19","8454865","8469318","20","2","-1.138","0.87244","1.0","No"
"ENSG00000167772","ANGPTL4","19","8428173","8439257","9","2","-0.84819","0.80183","1.0","No"
"ENSG00000186994","KANK3","19","8387468","8408146","64","5","-0.083888","0.53343","1.0","No"
"ENSG00000233927","RPS28","19","8386042","8388224","8","3","0.95041","0.17095","1.0","No"
"ENSG00000133246","PRAM1","19","8554940","8567996","12","2","-0.57991","0.71901","1.0","No"
"ENSG00000167774","NDUFA7","19","8373167","8386263","26","2","1.1279","0.12969","1.0","No"
"ENSG00000170923","OR7G2","19","9212945","9213982","3","1","1.0612","0.14431","1.0","No"
"ENSG00000170920","OR7G3","19","9236688","9237626","2","1","0.82415","0.20493","1.0","No"
"ENSG00000267106","C19orf82","19","9731967","9756572","25","2","-0.48403","0.68582","1.0","No"
"ENSG00000171469","ZNF561","19","9715356","9732075","18","2","0.032614","0.48699","1.0","No"
"ENSG00000197961","ZNF121","19","9671029","9695209","38","1","1.2667","0.10263","1.0","No"
"ENSG00000130818","ZNF426","19","9638667","9649303","16","2","1.4898","0.068136","1.0","No"
"ENSG00000198028","ZNF560","19","9577183","9609283","88","3","1.5357","0.062306","1.0","No"
"ENSG00000174652","ZNF266","19","9523272","9546254","74","2","1.8598","0.031459","1.0","No"
"ENSG00000161807","OR7G1","19","9225274","9226439","5","2","0.99795","0.15915","1.0","No"
"ENSG00000188629","ZNF177","19","9435021","9493293","110","5","1.6552","0.048946","1.0","No"
"ENSG00000188321","ZNF559","19","9434448","9461838","50","4","1.5532","0.060182","1.0","No"
"ENSG00000196110","ZNF699","19","9404951","9420514","20","3","1.4749","0.070113","1.0","No"
"ENSG00000237521","OR7E24","19","9361606","9362820","3","1","1.1382","0.12752","1.0","No"
"ENSG00000174667","OR7D4","19","9324526","9325542","1","1","-0.025069","0.51","1.0","No"
"ENSG00000188000","OR7D2","19","9296279","9299493","1","1","-0.49585","0.69","1.0","No"
"ENSG00000130803","ZNF317","19","9251056","9274100","73","6","-0.23463","0.59275","1.0","No"
"ENSG00000270011","ZNF559-ZNF177","19","9434850","9493293","111","5","1.6531","0.049151","1.0","No"
"ENSG00000197766","CFD","19","859453","863453","2","1","0.53854","0.2951","1.0","No"
"ENSG00000141994","DUS3L","19","5784843","5791249","10","1","0.82215","0.2055","1.0","No"
"ENSG00000212123","PRR22","19","5782971","5784776","3","1","0.8912","0.18641","1.0","No"
"ENSG00000129968","ABHD17A","19","1876809","1885546","11","1","-1.1772","0.88045","1.0","No"
"ENSG00000227500","SCAMP4","19","1905213","1926016","29","6","0.039205","0.48436","1.0","No"
"ENSG00000213638","ADAT3","19","1905377","1913444","11","1","0.30879","0.37874","1.0","No"
"ENSG00000133275","CSNK1G2","19","1941188","1981337","60","6","-0.83019","0.79678","1.0","No"
"ENSG00000133243","BTBD2","19","1985447","2034880","21","9","-0.29009","0.61413","1.0","No"
"ENSG00000099875","MKNK2","19","2037470","2051243","7","3","1.1142","0.1326","1.0","No"
"ENSG00000172081","MOB3A","19","2071037","2096672","12","3","-0.04922","0.51963","1.0","No"
"ENSG00000099840","IZUMO4","19","2096380","2099592","5","2","0.31283","0.37721","1.0","No"
